Epoch,PPL,NPMI
  0,   1004.77,  0.2389
  1,    973.24,  0.3089
  2,    940.36,  0.3011
  3,    913.25,  0.3155
  4,    889.44,  0.3325
  5,    876.65,  0.3448
  6,    864.86,  0.3508
  7,    850.39,  0.3581
  8,    840.16,  0.3681
  9,    830.34,  0.3700
 10,    824.33,  0.3742
 11,    815.25,  0.3697
 12,    806.68,  0.3711
 13,    800.19,  0.3787
 14,    793.01,  0.3893
 15,    788.82,  0.3941
 16,    784.25,  0.3995
 17,    780.50,  0.3923
 18,    776.02,  0.3944
 19,    770.36,  0.3967
 20,    768.77,  0.3941
 21,    764.39,  0.3948
 22,    756.32,  0.3945
 23,    757.71,  0.3987
 24,    756.23,  0.3904
 25,    752.99,  0.3877
 26,    747.34,  0.3956
 27,    743.45,  0.3986
 28,    740.20,  0.4016
 29,    737.88,  0.4072
 30,    739.94,  0.4054
 31,    735.21,  0.4050
 32,    733.29,  0.4069
 33,    738.47,  0.4095
 34,    732.45,  0.4113
 35,    737.90,  0.4178
 36,    727.81,  0.4197
 37,    729.71,  0.4187
 38,    731.45,  0.4183
 39,    725.28,  0.4185
 40,    725.22,  0.4212
 41,    731.46,  0.4199
 42,    722.77,  0.4252
 43,    722.54,  0.4223
 44,    722.37,  0.4260
 45,    716.13,  0.4259
 46,    722.59,  0.4296
 47,    719.67,  0.4318
 48,    715.12,  0.4300
 49,    714.57,  0.4290
 50,    719.56,  0.4303
 51,    720.34,  0.4316
 52,    716.06,  0.4319
 53,    719.38,  0.4433
 54,    718.08,  0.4347
 55,    716.71,  0.4353
 56,    716.67,  0.4377
 57,    718.16,  0.4387
 58,    718.45,  0.4400
 59,    715.37,  0.4406
 60,    713.91,  0.4417
 61,    719.38,  0.4405
 62,    722.60,  0.4407
 63,    715.71,  0.4413
 64,    715.41,  0.4408
 65,    712.28,  0.4418
 66,    713.86,  0.4402
 67,    713.75,  0.4411
 68,    710.45,  0.4413
 69,    718.53,  0.4406
 70,    710.37,  0.4434
 71,    710.52,  0.4404
 72,    717.61,  0.4402
 73,    711.58,  0.4403
 74,    710.39,  0.4403
 75,    708.75,  0.4397
 76,    710.56,  0.4398
 77,    712.44,  0.4378
 78,    712.08,  0.4365
 79,    704.06,  0.4371
 80,    712.20,  0.4368
 81,    713.55,  0.4417
 82,    708.31,  0.4416
 83,    707.82,  0.4423
 84,    710.45,  0.4419
 85,    708.16,  0.4386
 86,    708.57,  0.4445
 87,    706.24,  0.4399
 88,    708.48,  0.4372
 89,    708.05,  0.4386
 90,    703.56,  0.4392
 91,    707.48,  0.4368
 92,    705.68,  0.4413
 93,    711.91,  0.4401
 94,    704.43,  0.4440
 95,    712.71,  0.4408
 96,    703.52,  0.4434
 97,    704.55,  0.4430
 98,    707.12,  0.4433
 99,    706.03,  0.4430
100,    705.71,  0.4438
101,    704.82,  0.4415
102,    709.59,  0.4415
103,    710.32,  0.4423
104,    705.19,  0.4405
105,    702.81,  0.4430
106,    704.87,  0.4430
107,    708.75,  0.4421
108,    706.33,  0.4385
109,    707.04,  0.4374
110,    701.86,  0.4396
111,    702.19,  0.4336
112,    705.09,  0.4353
113,    704.46,  0.4383
114,    705.69,  0.4359
115,    703.91,  0.4359
116,    702.81,  0.4370
117,    706.71,  0.4358
118,    707.31,  0.4361
119,    708.70,  0.4354
