Epoch,PPL,NPMI
  0,    935.76,  0.1354
  1,    863.18,  0.1621
  2,    823.04,  0.1631
  3,    800.55,  0.1608
  4,    781.91,  0.1664
  5,    769.63,  0.1827
  6,    755.21,  0.1852
  7,    750.35,  0.1749
  8,    736.39,  0.1712
  9,    733.03,  0.1728
 10,    751.52,  0.1701
 11,    732.13,  0.1678
 12,    733.80,  0.1711
 13,    735.45,  0.1668
 14,    729.85,  0.1606
 15,    734.95,  0.1655
 16,    715.81,  0.1691
 17,    723.32,  0.1652
 18,    711.96,  0.1696
 19,    712.06,  0.1668
 20,    718.75,  0.1645
 21,    708.45,  0.1634
 22,    717.88,  0.1622
 23,    711.80,  0.1575
 24,    705.22,  0.1622
 25,    714.87,  0.1605
 26,    705.24,  0.1587
 27,    712.52,  0.1617
 28,    703.88,  0.1657
 29,    697.09,  0.1632
 30,    703.16,  0.1597
 31,    707.03,  0.1638
 32,    704.07,  0.1654
 33,    704.46,  0.1640
 34,    692.81,  0.1605
 35,    686.23,  0.1611
 36,    699.54,  0.1617
 37,    707.34,  0.1609
 38,    698.65,  0.1615
 39,    705.00,  0.1521
 40,    691.45,  0.1560
 41,    693.67,  0.1555
 42,    705.28,  0.1568
 43,    702.20,  0.1533
 44,    702.89,  0.1520
 45,    701.77,  0.1587
 46,    706.93,  0.1554
 47,    702.45,  0.1525
 48,    697.23,  0.1545
 49,    703.56,  0.1564
 50,    695.97,  0.1557
 51,    698.39,  0.1547
 52,    706.56,  0.1598
 53,    702.42,  0.1561
 54,    688.71,  0.1589
 55,    693.73,  0.1536
 56,    689.86,  0.1532
 57,    687.78,  0.1603
 58,    703.44,  0.1517
 59,    708.16,  0.1492
 60,    704.44,  0.1494
 61,    705.43,  0.1477
 62,    700.39,  0.1510
 63,    695.54,  0.1535
 64,    693.06,  0.1515
 65,    692.73,  0.1502
 66,    680.45,  0.1522
 67,    692.81,  0.1499
 68,    694.49,  0.1554
 69,    694.98,  0.1491
 70,    693.37,  0.1487
 71,    690.47,  0.1514
 72,    691.27,  0.1444
 73,    692.03,  0.1518
 74,    686.90,  0.1506
 75,    684.94,  0.1483
 76,    693.92,  0.1498
 77,    695.62,  0.1487
 78,    692.62,  0.1482
 79,    691.02,  0.1471
 80,    700.00,  0.1525
 81,    704.91,  0.1491
 82,    695.95,  0.1462
 83,    701.60,  0.1483
 84,    701.65,  0.1455
 85,    694.14,  0.1410
 86,    695.86,  0.1457
 87,    686.01,  0.1451
 88,    711.87,  0.1483
 89,    695.37,  0.1417
 90,    695.93,  0.1480
 91,    694.46,  0.1472
 92,    698.67,  0.1432
 93,    700.47,  0.1445
 94,    694.36,  0.1469
 95,    705.57,  0.1439
 96,    704.56,  0.1469
 97,    692.67,  0.1399
 98,    703.68,  0.1403
 99,    688.78,  0.1445
100,    697.99,  0.1447
101,    694.07,  0.1474
102,    691.37,  0.1461
103,    691.89,  0.1451
104,    684.01,  0.1465
105,    696.30,  0.1485
106,    696.65,  0.1475
107,    698.54,  0.1489
108,    689.68,  0.1450
109,    696.13,  0.1465
110,    684.05,  0.1461
111,    697.07,  0.1481
112,    694.61,  0.1473
113,    698.38,  0.1475
114,    685.89,  0.1439
115,    706.58,  0.1450
116,    696.24,  0.1434
117,    677.25,  0.1456
118,    703.64,  0.1476
119,    701.05,  0.1464
120,    690.15,  0.1479
121,    690.41,  0.1449
122,    693.10,  0.1490
123,    706.46,  0.1457
124,    704.27,  0.1440
125,    702.74,  0.1433
126,    701.74,  0.1432
127,    692.98,  0.1465
128,    699.38,  0.1484
129,    710.80,  0.1527
130,    698.25,  0.1526
131,    698.80,  0.1498
132,    697.52,  0.1457
133,    696.26,  0.1459
134,    687.01,  0.1463
135,    697.16,  0.1485
136,    699.38,  0.1435
137,    698.78,  0.1437
138,    698.32,  0.1449
139,    682.31,  0.1441
140,    698.47,  0.1436
141,    690.11,  0.1459
142,    691.69,  0.1516
143,    706.20,  0.1471
144,    688.09,  0.1461
145,    699.22,  0.1474
146,    694.00,  0.1464
147,    699.11,  0.1453
148,    676.14,  0.1520
149,    707.04,  0.1473
150,    683.39,  0.1465
151,    692.25,  0.1472
152,    704.31,  0.1470
153,    696.69,  0.1459
154,    687.70,  0.1448
155,    697.23,  0.1441
156,    688.87,  0.1456
157,    691.67,  0.1435
158,    680.18,  0.1421
159,    702.56,  0.1409
160,    705.23,  0.1419
161,    700.15,  0.1441
162,    700.66,  0.1442
163,    682.09,  0.1439
164,    687.00,  0.1475
165,    692.13,  0.1448
166,    698.77,  0.1423
167,    698.95,  0.1410
168,    701.92,  0.1422
169,    685.27,  0.1470
170,    699.56,  0.1441
171,    700.15,  0.1409
172,    693.90,  0.1395
173,    690.07,  0.1434
174,    695.99,  0.1426
175,    698.19,  0.1450
176,    708.84,  0.1475
177,    715.21,  0.1462
178,    682.88,  0.1448
179,    695.65,  0.1424
