Epoch,PPL,NPMI
  0,   1044.60,  0.1267
  1,   1033.36,  0.1426
  2,   1021.02,  0.1542
  3,   1011.05,  0.1674
  4,   1000.42,  0.1703
  5,    989.62,  0.1809
  6,    979.66,  0.1863
  7,    973.17,  0.1884
  8,    961.93,  0.1967
  9,    951.80,  0.1963
 10,    949.96,  0.2015
 11,    935.79,  0.2026
 12,    934.03,  0.2049
 13,    925.68,  0.2088
 14,    918.74,  0.2134
 15,    913.78,  0.2171
 16,    905.58,  0.2183
 17,    900.23,  0.2217
 18,    895.29,  0.2262
 19,    888.92,  0.2297
 20,    884.17,  0.2301
 21,    875.88,  0.2363
 22,    872.03,  0.2392
 23,    868.77,  0.2422
 24,    866.09,  0.2502
 25,    861.45,  0.2498
 26,    858.57,  0.2511
 27,    852.37,  0.2593
 28,    846.22,  0.2599
 29,    848.94,  0.2569
 30,    843.52,  0.2587
 31,    841.07,  0.2622
 32,    839.65,  0.2640
 33,    831.16,  0.2656
 34,    827.50,  0.2673
 35,    831.10,  0.2679
 36,    825.34,  0.2703
 37,    818.51,  0.2711
 38,    823.02,  0.2765
 39,    814.67,  0.2761
 40,    810.65,  0.2769
 41,    808.26,  0.2769
 42,    807.93,  0.2777
 43,    804.20,  0.2788
 44,    796.90,  0.2776
 45,    797.34,  0.2796
 46,    798.55,  0.2812
 47,    794.34,  0.2824
 48,    800.71,  0.2818
 49,    793.87,  0.2797
 50,    788.85,  0.2820
 51,    790.08,  0.2827
 52,    781.37,  0.2824
 53,    782.10,  0.2818
 54,    782.84,  0.2819
 55,    779.05,  0.2849
 56,    782.22,  0.2873
 57,    779.01,  0.2872
 58,    777.41,  0.2879
 59,    775.74,  0.2913
 60,    773.94,  0.2885
 61,    769.25,  0.2906
 62,    772.45,  0.2913
 63,    769.13,  0.2886
 64,    765.19,  0.2895
 65,    763.48,  0.2905
 66,    759.94,  0.2906
 67,    765.75,  0.2912
 68,    759.28,  0.2922
 69,    763.59,  0.2915
 70,    763.58,  0.2922
 71,    754.74,  0.2914
 72,    762.01,  0.2913
 73,    752.32,  0.2928
 74,    753.29,  0.2928
 75,    749.94,  0.2928
 76,    749.57,  0.2924
 77,    750.49,  0.2924
 78,    751.14,  0.2924
 79,    749.58,  0.2931
 80,    747.49,  0.2931
 81,    743.81,  0.2918
 82,    745.10,  0.2948
 83,    747.15,  0.2948
 84,    745.99,  0.2948
 85,    738.78,  0.2948
 86,    746.04,  0.2957
 87,    741.46,  0.2969
 88,    738.34,  0.2969
 89,    739.47,  0.2973
 90,    738.53,  0.2967
 91,    738.75,  0.2967
 92,    739.05,  0.2960
 93,    737.54,  0.2962
 94,    732.87,  0.2966
 95,    738.11,  0.2969
 96,    730.89,  0.2947
 97,    734.85,  0.2967
 98,    733.98,  0.2975
 99,    733.52,  0.2977
100,    730.38,  0.2984
101,    729.37,  0.2975
102,    730.18,  0.2956
103,    725.56,  0.2952
104,    726.69,  0.2945
105,    730.96,  0.2964
106,    728.47,  0.2971
107,    725.50,  0.2950
108,    719.18,  0.2964
109,    725.28,  0.2971
110,    719.51,  0.3024
111,    720.02,  0.2997
112,    722.98,  0.3011
113,    723.81,  0.3023
114,    723.70,  0.3023
115,    719.17,  0.3017
116,    719.61,  0.2994
117,    718.44,  0.2994
118,    725.08,  0.2977
119,    718.99,  0.2979
120,    724.20,  0.2979
121,    716.16,  0.2985
122,    719.18,  0.3018
123,    718.51,  0.3017
124,    714.18,  0.3017
125,    713.50,  0.3017
126,    714.77,  0.3013
127,    714.18,  0.3013
128,    715.43,  0.3029
129,    715.89,  0.3031
130,    712.23,  0.3031
131,    712.29,  0.3029
132,    710.72,  0.3034
133,    713.52,  0.3015
134,    708.90,  0.3036
135,    711.09,  0.3015
136,    710.53,  0.3026
137,    710.91,  0.3039
138,    707.30,  0.3039
139,    710.89,  0.3034
140,    709.66,  0.3023
141,    708.09,  0.3023
142,    709.08,  0.3037
143,    706.98,  0.3033
144,    707.51,  0.3033
145,    704.24,  0.3044
146,    703.74,  0.3044
147,    704.64,  0.3041
148,    705.73,  0.3036
149,    703.22,  0.3036
150,    704.44,  0.3029
151,    700.75,  0.3036
152,    704.74,  0.3042
153,    699.94,  0.3036
154,    698.97,  0.3047
155,    699.59,  0.3047
156,    700.40,  0.3047
157,    699.49,  0.3045
158,    697.83,  0.3021
159,    697.08,  0.3032
160,    697.05,  0.3032
161,    695.08,  0.3069
162,    695.41,  0.3056
163,    696.05,  0.3075
164,    700.82,  0.3062
165,    695.67,  0.3075
166,    693.69,  0.3056
167,    696.12,  0.3081
168,    694.69,  0.3067
169,    695.46,  0.3058
170,    693.76,  0.3063
171,    695.02,  0.3080
172,    695.45,  0.3090
173,    692.18,  0.3067
174,    693.59,  0.3052
175,    693.74,  0.3068
176,    692.43,  0.3092
177,    690.32,  0.3068
178,    694.03,  0.3079
179,    691.06,  0.3079
