Epoch,PPL,NPMI
  0,   1732.02,  0.0839
  1,   1656.39,  0.1046
  2,   1621.78,  0.1070
  3,   1607.89,  0.1120
  4,   1589.20,  0.1140
  5,   1583.63,  0.1062
  6,   1549.44,  0.1031
  7,   1567.38,  0.0949
  8,   1543.37,  0.0959
  9,   1565.45,  0.0954
 10,   1539.58,  0.0889
 11,   1550.23,  0.0888
 12,   1542.46,  0.0861
 13,   1547.75,  0.0829
 14,   1529.86,  0.0870
 15,   1544.40,  0.0835
 16,   1527.40,  0.0824
 17,   1541.08,  0.0806
 18,   1511.50,  0.0811
 19,   1526.79,  0.0807
 20,   1516.29,  0.0791
 21,   1512.37,  0.0772
 22,   1539.46,  0.0789
 23,   1521.90,  0.0813
 24,   1532.56,  0.0812
 25,   1513.09,  0.0763
 26,   1528.38,  0.0793
 27,   1529.26,  0.0759
 28,   1532.02,  0.0762
 29,   1538.75,  0.0784
 30,   1522.00,  0.0770
 31,   1540.41,  0.0767
 32,   1517.94,  0.0761
 33,   1519.83,  0.0729
 34,   1536.45,  0.0748
 35,   1539.83,  0.0744
 36,   1536.81,  0.0739
 37,   1540.42,  0.0748
 38,   1535.08,  0.0756
 39,   1525.52,  0.0719
 40,   1530.15,  0.0743
 41,   1527.56,  0.0736
 42,   1545.27,  0.0745
 43,   1535.79,  0.0732
 44,   1533.42,  0.0761
 45,   1524.31,  0.0726
 46,   1516.51,  0.0723
 47,   1524.62,  0.0743
 48,   1524.51,  0.0777
 49,   1529.12,  0.0770
 50,   1541.00,  0.0759
 51,   1505.65,  0.0784
 52,   1533.03,  0.0769
 53,   1518.98,  0.0782
 54,   1520.38,  0.0755
 55,   1526.30,  0.0766
 56,   1538.70,  0.0746
 57,   1522.10,  0.0754
 58,   1532.64,  0.0760
 59,   1530.14,  0.0758
 60,   1528.53,  0.0773
 61,   1516.97,  0.0745
 62,   1530.88,  0.0746
 63,   1518.43,  0.0752
 64,   1541.22,  0.0761
 65,   1521.30,  0.0772
 66,   1553.12,  0.0781
 67,   1523.17,  0.0792
 68,   1536.50,  0.0750
 69,   1509.70,  0.0748
 70,   1532.76,  0.0796
 71,   1521.20,  0.0752
 72,   1527.43,  0.0761
 73,   1551.26,  0.0735
 74,   1517.02,  0.0725
 75,   1520.02,  0.0706
 76,   1553.56,  0.0735
 77,   1538.95,  0.0786
 78,   1531.05,  0.0760
 79,   1523.95,  0.0757
 80,   1525.01,  0.0801
 81,   1534.83,  0.0770
 82,   1517.60,  0.0783
 83,   1539.73,  0.0763
 84,   1541.85,  0.0763
 85,   1529.93,  0.0760
 86,   1539.96,  0.0768
 87,   1540.69,  0.0737
 88,   1527.20,  0.0742
 89,   1511.92,  0.0772
 90,   1513.37,  0.0748
 91,   1520.82,  0.0757
 92,   1518.42,  0.0735
 93,   1516.50,  0.0772
 94,   1538.91,  0.0758
 95,   1520.60,  0.0747
 96,   1537.93,  0.0743
 97,   1517.51,  0.0764
 98,   1543.99,  0.0769
 99,   1509.18,  0.0764
100,   1515.81,  0.0753
101,   1533.59,  0.0768
102,   1533.73,  0.0766
103,   1499.75,  0.0722
104,   1525.37,  0.0732
105,   1518.18,  0.0731
106,   1520.58,  0.0728
107,   1513.99,  0.0728
108,   1541.43,  0.0720
109,   1535.76,  0.0756
110,   1523.71,  0.0764
111,   1528.68,  0.0718
112,   1541.05,  0.0745
113,   1539.44,  0.0755
114,   1538.58,  0.0715
115,   1552.31,  0.0711
116,   1545.41,  0.0736
117,   1531.30,  0.0724
118,   1543.06,  0.0721
119,   1543.21,  0.0745
120,   1549.71,  0.0739
121,   1547.68,  0.0746
122,   1529.15,  0.0755
123,   1528.79,  0.0769
124,   1512.72,  0.0761
125,   1535.28,  0.0789
126,   1529.69,  0.0803
127,   1550.35,  0.0800
128,   1542.40,  0.0772
129,   1529.95,  0.0759
130,   1516.35,  0.0765
131,   1543.52,  0.0778
132,   1540.74,  0.0759
133,   1519.93,  0.0786
134,   1510.66,  0.0777
135,   1506.75,  0.0783
136,   1534.23,  0.0751
137,   1523.72,  0.0778
138,   1526.08,  0.0776
139,   1539.62,  0.0768
140,   1543.44,  0.0743
141,   1536.83,  0.0717
142,   1525.53,  0.0775
143,   1531.95,  0.0741
144,   1522.40,  0.0725
145,   1531.63,  0.0731
146,   1526.97,  0.0740
147,   1554.16,  0.0742
148,   1539.86,  0.0736
149,   1534.19,  0.0737
150,   1540.06,  0.0747
151,   1539.92,  0.0753
152,   1534.15,  0.0735
153,   1526.72,  0.0749
154,   1538.56,  0.0726
155,   1529.31,  0.0748
156,   1542.44,  0.0706
157,   1537.41,  0.0725
158,   1531.51,  0.0734
159,   1515.36,  0.0764
160,   1559.17,  0.0732
161,   1552.89,  0.0725
162,   1534.13,  0.0760
163,   1536.45,  0.0773
164,   1541.41,  0.0772
165,   1549.49,  0.0781
166,   1506.27,  0.0760
167,   1520.51,  0.0782
168,   1558.15,  0.0796
169,   1516.36,  0.0749
170,   1543.83,  0.0763
171,   1525.38,  0.0751
172,   1554.05,  0.0768
173,   1561.31,  0.0791
174,   1535.37,  0.0768
175,   1549.39,  0.0771
176,   1554.05,  0.0780
177,   1523.80,  0.0763
178,   1529.00,  0.0762
179,   1530.62,  0.0780
