Epoch,PPL,NPMI
  0,   1052.74,  0.0959
  1,   1052.12,  0.0895
  2,   1051.56,  0.0938
  3,   1051.54,  0.0909
  4,   1050.64,  0.0891
  5,   1050.34,  0.0905
  6,   1049.94,  0.0946
  7,   1049.20,  0.0988
  8,   1048.41,  0.0995
  9,   1048.39,  0.0983
 10,   1046.89,  0.1006
 11,   1045.68,  0.1058
 12,   1044.20,  0.1093
 13,   1042.78,  0.1228
 14,   1039.07,  0.1318
 15,   1037.77,  0.1401
 16,   1032.94,  0.1523
 17,   1030.42,  0.1586
 18,   1025.97,  0.1690
 19,   1023.36,  0.1651
 20,   1019.46,  0.1744
 21,   1015.74,  0.1702
 22,   1008.71,  0.1690
 23,   1008.15,  0.1751
 24,    999.03,  0.1721
 25,    997.39,  0.1829
 26,    994.34,  0.1779
 27,    988.90,  0.1764
 28,    982.22,  0.1847
 29,    978.06,  0.1928
 30,    981.08,  0.1909
 31,    972.08,  0.1963
 32,    970.39,  0.2011
 33,    961.86,  0.2058
 34,    960.71,  0.2069
 35,    951.41,  0.2108
 36,    951.47,  0.2141
 37,    950.47,  0.2159
 38,    944.44,  0.2187
 39,    938.82,  0.2217
 40,    937.25,  0.2213
 41,    933.19,  0.2236
 42,    937.92,  0.2273
 43,    929.99,  0.2318
 44,    926.41,  0.2333
 45,    925.71,  0.2391
 46,    925.45,  0.2403
 47,    920.45,  0.2381
 48,    914.10,  0.2353
 49,    912.17,  0.2401
 50,    907.15,  0.2401
 51,    903.59,  0.2414
 52,    906.57,  0.2427
 53,    907.93,  0.2445
 54,    896.66,  0.2496
 55,    898.74,  0.2504
 56,    898.26,  0.2508
 57,    892.92,  0.2503
 58,    892.59,  0.2501
 59,    894.77,  0.2529
 60,    892.24,  0.2528
 61,    886.98,  0.2531
 62,    882.73,  0.2539
 63,    880.57,  0.2553
 64,    878.79,  0.2564
 65,    881.78,  0.2576
 66,    864.89,  0.2592
 67,    871.61,  0.2611
 68,    874.18,  0.2625
 69,    867.47,  0.2680
 70,    867.48,  0.2711
 71,    860.15,  0.2681
 72,    862.93,  0.2687
 73,    862.96,  0.2691
 74,    862.68,  0.2707
 75,    857.20,  0.2738
 76,    859.08,  0.2700
 77,    859.23,  0.2700
 78,    855.29,  0.2738
 79,    853.92,  0.2711
 80,    852.60,  0.2745
 81,    854.58,  0.2721
 82,    847.36,  0.2755
 83,    851.94,  0.2763
 84,    847.32,  0.2770
 85,    841.65,  0.2797
 86,    843.46,  0.2782
 87,    836.63,  0.2800
 88,    846.94,  0.2793
 89,    839.52,  0.2801
 90,    841.43,  0.2801
 91,    834.25,  0.2791
 92,    838.38,  0.2809
 93,    838.27,  0.2812
 94,    833.09,  0.2808
 95,    834.04,  0.2826
 96,    835.67,  0.2826
 97,    827.01,  0.2828
 98,    828.74,  0.2824
 99,    835.12,  0.2808
100,    826.28,  0.2830
101,    825.64,  0.2851
102,    823.52,  0.2851
103,    825.49,  0.2846
104,    822.09,  0.2884
105,    824.51,  0.2885
106,    826.73,  0.2902
107,    823.23,  0.2911
108,    817.04,  0.2926
109,    822.48,  0.2929
110,    816.65,  0.2941
111,    819.48,  0.2944
112,    819.74,  0.2944
113,    826.37,  0.2949
114,    809.21,  0.2960
115,    814.34,  0.2965
116,    820.43,  0.2965
117,    811.99,  0.2966
118,    815.92,  0.2973
119,    814.88,  0.2989
120,    815.25,  0.3003
121,    809.70,  0.3012
122,    814.58,  0.2995
123,    816.10,  0.2992
124,    815.91,  0.2948
125,    819.84,  0.2958
126,    813.67,  0.2953
127,    807.17,  0.2961
128,    814.33,  0.2961
129,    814.01,  0.2961
130,    805.88,  0.2961
131,    808.18,  0.2961
132,    807.34,  0.2957
133,    807.15,  0.2970
134,    800.52,  0.2970
135,    804.53,  0.2970
136,    802.68,  0.2973
137,    803.28,  0.2964
138,    802.11,  0.2974
139,    800.07,  0.2983
140,    804.45,  0.2981
141,    801.39,  0.2977
142,    798.65,  0.2977
143,    799.55,  0.2978
144,    801.36,  0.2980
145,    798.90,  0.2980
146,    800.64,  0.2993
147,    805.69,  0.2993
148,    797.13,  0.3004
149,    803.43,  0.3002
150,    796.85,  0.3000
151,    794.85,  0.2981
152,    803.16,  0.2970
153,    800.51,  0.2965
154,    790.97,  0.2991
155,    799.59,  0.2996
156,    792.92,  0.2987
157,    798.71,  0.2982
158,    788.91,  0.3025
159,    797.50,  0.2975
160,    797.11,  0.3006
161,    797.97,  0.3005
162,    798.43,  0.2999
163,    787.22,  0.3002
164,    793.57,  0.3015
165,    794.15,  0.3025
166,    793.62,  0.3036
167,    791.20,  0.3043
168,    798.61,  0.3043
169,    788.66,  0.3050
170,    792.97,  0.3049
171,    791.89,  0.3049
172,    792.85,  0.3059
173,    788.34,  0.3059
174,    795.63,  0.3038
175,    791.19,  0.3055
176,    793.86,  0.3067
177,    793.12,  0.3067
178,    784.42,  0.3067
179,    788.68,  0.3079
