Epoch,PPL,NPMI
  0,   1899.01,  0.0864
  1,   1891.29,  0.0951
  2,   1885.28,  0.0995
  3,   1880.34,  0.1054
  4,   1875.86,  0.1081
  5,   1871.05,  0.1125
  6,   1865.31,  0.1145
  7,   1858.86,  0.1115
  8,   1852.04,  0.1088
  9,   1846.09,  0.1080
 10,   1840.26,  0.1079
 11,   1834.01,  0.1041
 12,   1829.14,  0.1020
 13,   1823.09,  0.0997
 14,   1816.05,  0.1008
 15,   1814.16,  0.1006
 16,   1807.41,  0.1009
 17,   1802.58,  0.1043
 18,   1796.23,  0.1046
 19,   1792.27,  0.1048
 20,   1789.14,  0.1049
 21,   1783.96,  0.1021
 22,   1780.72,  0.1030
 23,   1774.55,  0.1040
 24,   1773.66,  0.1017
 25,   1767.95,  0.0994
 26,   1766.15,  0.1011
 27,   1761.87,  0.1005
 28,   1759.66,  0.1023
 29,   1754.35,  0.1068
 30,   1753.41,  0.1064
 31,   1749.99,  0.1068
 32,   1749.17,  0.1062
 33,   1742.97,  0.1097
 34,   1740.87,  0.1089
 35,   1741.85,  0.1087
 36,   1739.59,  0.1134
 37,   1737.80,  0.1117
 38,   1734.29,  0.1123
 39,   1729.75,  0.1126
 40,   1727.23,  0.1142
 41,   1728.90,  0.1162
 42,   1730.69,  0.1164
 43,   1726.86,  0.1182
 44,   1723.21,  0.1191
 45,   1719.41,  0.1215
 46,   1717.18,  0.1217
 47,   1714.12,  0.1205
 48,   1714.09,  0.1220
 49,   1712.41,  0.1229
 50,   1710.62,  0.1238
 51,   1705.82,  0.1255
 52,   1710.33,  0.1256
 53,   1708.28,  0.1271
 54,   1705.24,  0.1282
 55,   1705.35,  0.1294
 56,   1706.23,  0.1295
 57,   1704.78,  0.1312
 58,   1704.44,  0.1312
 59,   1700.11,  0.1323
 60,   1697.87,  0.1322
 61,   1701.34,  0.1305
 62,   1699.36,  0.1295
 63,   1694.89,  0.1298
 64,   1697.68,  0.1318
 65,   1693.87,  0.1321
 66,   1697.46,  0.1322
 67,   1689.96,  0.1328
 68,   1691.81,  0.1330
 69,   1690.11,  0.1328
 70,   1691.33,  0.1326
 71,   1686.93,  0.1340
 72,   1688.60,  0.1355
 73,   1688.11,  0.1349
 74,   1681.47,  0.1350
 75,   1686.16,  0.1349
 76,   1687.62,  0.1369
 77,   1686.10,  0.1368
 78,   1685.19,  0.1360
 79,   1680.47,  0.1370
 80,   1679.97,  0.1362
 81,   1685.62,  0.1364
 82,   1678.93,  0.1357
 83,   1684.90,  0.1363
 84,   1678.13,  0.1359
 85,   1679.13,  0.1376
 86,   1674.18,  0.1388
 87,   1680.61,  0.1379
 88,   1677.06,  0.1387
 89,   1668.78,  0.1387
 90,   1672.95,  0.1383
 91,   1671.46,  0.1379
 92,   1675.07,  0.1371
 93,   1672.29,  0.1368
 94,   1669.39,  0.1366
 95,   1672.64,  0.1328
 96,   1675.75,  0.1344
 97,   1669.39,  0.1344
 98,   1668.55,  0.1335
 99,   1663.02,  0.1341
100,   1662.27,  0.1355
101,   1668.88,  0.1340
102,   1673.41,  0.1331
103,   1666.60,  0.1334
104,   1666.59,  0.1335
105,   1662.31,  0.1332
106,   1664.32,  0.1327
107,   1668.01,  0.1340
108,   1665.65,  0.1349
109,   1662.14,  0.1331
110,   1664.10,  0.1366
111,   1665.09,  0.1373
112,   1670.22,  0.1379
113,   1667.86,  0.1375
114,   1665.50,  0.1373
115,   1671.13,  0.1361
116,   1669.89,  0.1336
117,   1658.88,  0.1320
118,   1667.31,  0.1320
119,   1664.57,  0.1320
120,   1664.75,  0.1333
121,   1660.69,  0.1333
122,   1660.27,  0.1326
123,   1659.50,  0.1328
124,   1659.93,  0.1341
125,   1664.12,  0.1352
126,   1658.86,  0.1338
127,   1658.98,  0.1338
128,   1662.69,  0.1338
129,   1665.74,  0.1320
130,   1653.31,  0.1320
131,   1661.29,  0.1323
132,   1658.86,  0.1323
133,   1653.52,  0.1324
134,   1653.46,  0.1324
135,   1653.08,  0.1321
136,   1654.68,  0.1311
137,   1654.70,  0.1294
138,   1658.56,  0.1294
139,   1659.57,  0.1292
140,   1665.05,  0.1297
141,   1656.06,  0.1289
142,   1658.83,  0.1304
143,   1652.53,  0.1298
144,   1656.23,  0.1293
145,   1657.42,  0.1287
146,   1651.41,  0.1279
147,   1657.10,  0.1266
148,   1659.60,  0.1264
149,   1657.80,  0.1274
150,   1654.48,  0.1269
151,   1654.02,  0.1266
152,   1656.30,  0.1274
153,   1650.88,  0.1274
154,   1656.43,  0.1279
155,   1651.47,  0.1278
156,   1657.30,  0.1280
157,   1654.83,  0.1272
158,   1651.92,  0.1268
159,   1649.78,  0.1263
160,   1657.20,  0.1264
161,   1655.74,  0.1273
162,   1651.86,  0.1258
163,   1656.83,  0.1258
164,   1658.11,  0.1265
165,   1649.66,  0.1267
166,   1644.22,  0.1267
167,   1646.81,  0.1268
168,   1658.64,  0.1268
169,   1646.52,  0.1270
170,   1651.14,  0.1270
171,   1649.84,  0.1282
172,   1662.38,  0.1284
173,   1654.05,  0.1284
174,   1651.16,  0.1271
175,   1656.54,  0.1271
176,   1655.79,  0.1271
177,   1647.31,  0.1272
178,   1655.09,  0.1266
179,   1651.00,  0.1266
