Epoch,PPL,NPMI
  0,   1043.24,  0.1376
  1,   1031.08,  0.1455
  2,   1018.12,  0.1543
  3,   1007.61,  0.1675
  4,    997.32,  0.1795
  5,    987.30,  0.1889
  6,    976.45,  0.1970
  7,    970.45,  0.1999
  8,    958.83,  0.2078
  9,    948.14,  0.2168
 10,    946.09,  0.2279
 11,    934.03,  0.2302
 12,    931.19,  0.2329
 13,    921.81,  0.2378
 14,    914.78,  0.2364
 15,    910.11,  0.2391
 16,    902.59,  0.2508
 17,    896.97,  0.2517
 18,    893.14,  0.2533
 19,    886.94,  0.2529
 20,    880.10,  0.2615
 21,    873.47,  0.2687
 22,    870.08,  0.2675
 23,    867.64,  0.2684
 24,    865.10,  0.2739
 25,    859.61,  0.2769
 26,    858.45,  0.2777
 27,    850.52,  0.2819
 28,    845.38,  0.2831
 29,    846.61,  0.2894
 30,    836.58,  0.2966
 31,    838.21,  0.2972
 32,    836.85,  0.3016
 33,    828.45,  0.3022
 34,    826.09,  0.3046
 35,    824.18,  0.3062
 36,    822.40,  0.3077
 37,    815.50,  0.3087
 38,    821.88,  0.3117
 39,    812.14,  0.3116
 40,    807.08,  0.3138
 41,    806.39,  0.3136
 42,    804.67,  0.3144
 43,    803.48,  0.3156
 44,    794.92,  0.3159
 45,    794.44,  0.3155
 46,    795.25,  0.3155
 47,    791.73,  0.3154
 48,    797.70,  0.3167
 49,    788.75,  0.3165
 50,    784.26,  0.3170
 51,    784.70,  0.3179
 52,    778.32,  0.3188
 53,    778.31,  0.3184
 54,    779.30,  0.3189
 55,    776.36,  0.3204
 56,    778.30,  0.3208
 57,    773.88,  0.3236
 58,    772.32,  0.3234
 59,    770.76,  0.3241
 60,    770.55,  0.3242
 61,    764.83,  0.3250
 62,    768.21,  0.3250
 63,    764.00,  0.3250
 64,    761.21,  0.3264
 65,    760.37,  0.3265
 66,    754.73,  0.3268
 67,    760.51,  0.3268
 68,    753.39,  0.3279
 69,    756.83,  0.3280
 70,    755.78,  0.3294
 71,    749.66,  0.3291
 72,    756.40,  0.3291
 73,    748.50,  0.3317
 74,    747.88,  0.3278
 75,    745.60,  0.3273
 76,    746.30,  0.3267
 77,    744.91,  0.3260
 78,    745.67,  0.3260
 79,    744.01,  0.3260
 80,    744.40,  0.3260
 81,    739.70,  0.3249
 82,    740.76,  0.3268
 83,    741.28,  0.3271
 84,    742.28,  0.3281
 85,    734.08,  0.3281
 86,    742.78,  0.3278
 87,    736.29,  0.3280
 88,    731.46,  0.3326
 89,    735.18,  0.3326
 90,    732.29,  0.3312
 91,    733.54,  0.3320
 92,    733.27,  0.3315
 93,    731.09,  0.3322
 94,    728.57,  0.3322
 95,    733.18,  0.3322
 96,    726.84,  0.3320
 97,    729.18,  0.3321
 98,    729.51,  0.3321
 99,    727.74,  0.3334
100,    725.99,  0.3334
101,    724.39,  0.3334
102,    725.70,  0.3334
103,    721.10,  0.3340
104,    723.49,  0.3329
105,    727.05,  0.3345
106,    725.32,  0.3345
107,    721.89,  0.3342
108,    716.67,  0.3360
109,    721.56,  0.3342
110,    715.12,  0.3351
111,    716.65,  0.3351
112,    717.63,  0.3333
113,    719.21,  0.3351
114,    718.25,  0.3335
115,    714.29,  0.3352
116,    713.79,  0.3352
117,    717.17,  0.3362
118,    720.47,  0.3371
119,    716.39,  0.3387
120,    718.67,  0.3395
121,    712.48,  0.3421
122,    714.30,  0.3422
123,    714.94,  0.3422
124,    712.02,  0.3424
125,    709.50,  0.3426
126,    711.98,  0.3430
127,    708.45,  0.3428
128,    713.61,  0.3428
129,    713.59,  0.3436
130,    707.78,  0.3439
131,    708.30,  0.3447
132,    707.89,  0.3440
133,    709.64,  0.3465
134,    705.74,  0.3460
135,    705.93,  0.3458
136,    706.45,  0.3458
137,    707.37,  0.3458
138,    703.18,  0.3458
139,    706.80,  0.3476
140,    705.76,  0.3476
141,    704.43,  0.3476
142,    703.69,  0.3476
143,    703.63,  0.3478
144,    703.99,  0.3478
145,    701.57,  0.3484
146,    701.46,  0.3484
147,    701.30,  0.3484
148,    703.21,  0.3484
149,    699.05,  0.3484
150,    701.59,  0.3473
151,    696.25,  0.3473
152,    699.82,  0.3473
153,    697.76,  0.3488
154,    696.73,  0.3488
155,    695.92,  0.3488
156,    697.65,  0.3486
157,    696.18,  0.3487
158,    695.39,  0.3476
159,    693.95,  0.3484
160,    693.54,  0.3470
161,    691.16,  0.3472
162,    692.82,  0.3488
163,    693.79,  0.3488
164,    697.32,  0.3488
165,    692.66,  0.3488
166,    692.81,  0.3488
167,    690.91,  0.3488
168,    691.67,  0.3504
169,    693.06,  0.3504
170,    691.60,  0.3502
171,    693.48,  0.3502
172,    694.27,  0.3502
173,    692.63,  0.3494
174,    692.96,  0.3494
175,    691.85,  0.3481
176,    689.92,  0.3481
177,    688.75,  0.3481
178,    690.73,  0.3469
179,    689.60,  0.3469
