Epoch,PPL,NPMI
  0,   1053.31,  0.0992
  1,   1052.75,  0.0895
  2,   1052.24,  0.0890
  3,   1051.68,  0.0900
  4,   1050.97,  0.0951
  5,   1050.03,  0.0894
  6,   1048.66,  0.0994
  7,   1046.88,  0.1045
  8,   1044.28,  0.1092
  9,   1041.14,  0.1156
 10,   1037.20,  0.1162
 11,   1031.67,  0.1250
 12,   1027.19,  0.1326
 13,   1022.75,  0.1364
 14,   1018.42,  0.1425
 15,   1014.90,  0.1422
 16,   1008.25,  0.1468
 17,   1003.94,  0.1471
 18,   1000.27,  0.1479
 19,    993.65,  0.1504
 20,    994.13,  0.1500
 21,    986.42,  0.1523
 22,    985.05,  0.1558
 23,    981.89,  0.1613
 24,    974.91,  0.1590
 25,    973.85,  0.1628
 26,    967.23,  0.1647
 27,    966.51,  0.1665
 28,    959.27,  0.1697
 29,    954.11,  0.1739
 30,    955.94,  0.1743
 31,    950.54,  0.1745
 32,    946.86,  0.1736
 33,    943.17,  0.1781
 34,    938.83,  0.1821
 35,    933.78,  0.1815
 36,    934.91,  0.1858
 37,    932.38,  0.1901
 38,    928.82,  0.1940
 39,    924.21,  0.1942
 40,    920.67,  0.1968
 41,    917.48,  0.2038
 42,    918.88,  0.2094
 43,    917.74,  0.2132
 44,    911.79,  0.2170
 45,    909.44,  0.2177
 46,    910.61,  0.2177
 47,    906.66,  0.2206
 48,    901.23,  0.2234
 49,    896.28,  0.2250
 50,    894.83,  0.2268
 51,    889.54,  0.2329
 52,    892.76,  0.2344
 53,    891.01,  0.2342
 54,    891.11,  0.2374
 55,    885.10,  0.2385
 56,    881.59,  0.2406
 57,    877.61,  0.2412
 58,    880.10,  0.2408
 59,    883.33,  0.2415
 60,    879.67,  0.2412
 61,    874.80,  0.2442
 62,    869.89,  0.2457
 63,    867.24,  0.2483
 64,    868.32,  0.2528
 65,    866.45,  0.2528
 66,    856.12,  0.2537
 67,    858.48,  0.2554
 68,    859.99,  0.2583
 69,    857.09,  0.2578
 70,    856.40,  0.2623
 71,    850.09,  0.2630
 72,    853.97,  0.2634
 73,    854.70,  0.2655
 74,    849.16,  0.2675
 75,    845.30,  0.2717
 76,    848.53,  0.2728
 77,    844.58,  0.2759
 78,    846.32,  0.2785
 79,    843.45,  0.2815
 80,    843.31,  0.2815
 81,    847.13,  0.2802
 82,    838.63,  0.2780
 83,    840.95,  0.2787
 84,    842.84,  0.2807
 85,    834.97,  0.2817
 86,    840.35,  0.2841
 87,    830.55,  0.2847
 88,    838.39,  0.2851
 89,    828.96,  0.2865
 90,    833.44,  0.2856
 91,    824.62,  0.2890
 92,    826.92,  0.2890
 93,    828.12,  0.2911
 94,    824.57,  0.2911
 95,    822.52,  0.2923
 96,    824.92,  0.2923
 97,    818.00,  0.2946
 98,    822.22,  0.2969
 99,    824.77,  0.2965
100,    820.25,  0.2965
101,    817.80,  0.2956
102,    817.73,  0.2965
103,    816.91,  0.2971
104,    818.93,  0.2986
105,    817.35,  0.3017
106,    818.69,  0.3017
107,    812.95,  0.3017
108,    808.08,  0.3042
109,    809.15,  0.3032
110,    807.27,  0.3037
111,    812.68,  0.3030
112,    808.70,  0.3049
113,    812.85,  0.3025
114,    804.91,  0.3039
115,    806.54,  0.3068
116,    810.12,  0.3081
117,    800.91,  0.3079
118,    807.18,  0.3099
119,    809.84,  0.3109
120,    804.77,  0.3109
121,    800.51,  0.3101
122,    803.27,  0.3116
123,    810.15,  0.3109
124,    808.00,  0.3117
125,    808.97,  0.3110
126,    799.39,  0.3127
127,    795.81,  0.3123
128,    801.23,  0.3123
129,    804.71,  0.3133
130,    792.99,  0.3133
131,    798.84,  0.3142
132,    799.47,  0.3164
133,    801.36,  0.3176
134,    789.68,  0.3176
135,    792.76,  0.3172
136,    794.04,  0.3171
137,    795.80,  0.3185
138,    789.40,  0.3202
139,    789.16,  0.3202
140,    794.41,  0.3202
141,    792.05,  0.3207
142,    789.55,  0.3229
143,    792.12,  0.3236
144,    790.87,  0.3240
145,    787.72,  0.3255
146,    790.85,  0.3288
147,    792.27,  0.3287
148,    786.22,  0.3297
149,    790.73,  0.3298
150,    788.21,  0.3297
151,    787.40,  0.3281
152,    788.74,  0.3297
153,    786.87,  0.3271
154,    782.60,  0.3259
155,    790.81,  0.3278
156,    782.70,  0.3285
157,    781.89,  0.3290
158,    780.57,  0.3293
159,    785.59,  0.3293
160,    786.45,  0.3293
161,    784.11,  0.3293
162,    783.29,  0.3284
163,    775.80,  0.3271
164,    778.27,  0.3271
165,    783.16,  0.3265
166,    785.96,  0.3268
167,    782.46,  0.3268
168,    789.03,  0.3268
169,    780.20,  0.3268
170,    785.05,  0.3271
171,    786.04,  0.3271
172,    782.37,  0.3287
173,    781.15,  0.3287
174,    784.15,  0.3294
175,    779.75,  0.3294
176,    789.85,  0.3294
177,    785.14,  0.3327
178,    782.82,  0.3333
179,    776.40,  0.3335
