Epoch,PPL,NPMI
  0,    775.86,  0.2525
  1,    744.33,  0.3103
  2,    731.75,  0.2884
  3,    720.68,  0.2801
  4,    707.84,  0.2652
  5,    716.64,  0.2427
  6,    720.98,  0.2410
  7,    718.00,  0.2279
  8,    723.53,  0.2236
  9,    707.38,  0.2177
 10,    718.73,  0.2102
 11,    717.68,  0.2058
 12,    705.06,  0.2045
 13,    708.44,  0.2041
 14,    703.52,  0.1983
 15,    705.64,  0.2035
 16,    710.03,  0.2017
 17,    709.83,  0.2043
 18,    710.66,  0.2067
 19,    696.11,  0.2134
 20,    704.11,  0.2096
 21,    706.14,  0.1959
 22,    698.97,  0.1964
 23,    701.26,  0.2004
 24,    704.03,  0.1973
 25,    701.83,  0.2089
 26,    702.11,  0.2216
 27,    698.02,  0.2123
 28,    698.64,  0.2017
 29,    704.43,  0.2179
 30,    701.78,  0.2063
 31,    702.50,  0.1966
 32,    701.09,  0.2062
 33,    710.06,  0.2085
 34,    701.38,  0.2117
 35,    714.08,  0.2178
 36,    694.02,  0.2241
 37,    703.13,  0.2069
 38,    705.78,  0.2199
 39,    704.10,  0.2057
 40,    701.84,  0.1979
 41,    705.37,  0.1969
 42,    700.70,  0.1902
 43,    698.87,  0.2028
 44,    698.42,  0.2252
 45,    695.29,  0.2160
 46,    707.64,  0.2152
 47,    707.37,  0.2167
 48,    694.19,  0.2080
 49,    694.86,  0.2055
 50,    705.22,  0.2040
 51,    705.97,  0.2074
 52,    699.70,  0.2048
 53,    707.88,  0.1978
 54,    707.08,  0.2062
 55,    702.18,  0.2072
 56,    712.01,  0.2115
 57,    697.85,  0.2025
 58,    711.70,  0.1975
 59,    706.82,  0.2093
 60,    700.00,  0.1996
 61,    711.54,  0.2083
 62,    715.95,  0.2188
 63,    706.97,  0.2186
 64,    697.91,  0.2054
 65,    697.16,  0.2155
 66,    704.78,  0.2058
 67,    701.29,  0.2125
 68,    703.63,  0.2149
 69,    709.76,  0.2191
 70,    698.80,  0.2172
 71,    694.81,  0.2212
 72,    708.00,  0.2165
 73,    697.63,  0.2133
 74,    700.53,  0.2086
 75,    705.39,  0.2011
 76,    703.44,  0.2008
 77,    702.38,  0.1994
 78,    709.17,  0.2055
 79,    698.65,  0.2059
 80,    703.95,  0.2104
 81,    709.99,  0.2113
 82,    704.66,  0.2065
 83,    699.71,  0.2212
 84,    704.83,  0.2139
 85,    701.81,  0.2121
 86,    700.22,  0.2167
 87,    700.08,  0.2189
 88,    700.32,  0.2142
 89,    702.22,  0.2140
 90,    694.21,  0.2069
 91,    698.91,  0.2186
 92,    699.66,  0.2335
 93,    704.26,  0.2254
 94,    696.89,  0.2129
 95,    710.98,  0.2286
 96,    695.89,  0.2250
 97,    697.95,  0.2247
 98,    699.43,  0.2271
 99,    692.31,  0.2352
100,    704.55,  0.2405
101,    693.67,  0.2243
102,    700.58,  0.2130
103,    712.53,  0.2155
104,    697.46,  0.2143
105,    699.95,  0.2173
106,    701.09,  0.2133
107,    697.68,  0.2240
108,    701.69,  0.2030
109,    701.23,  0.2242
110,    693.58,  0.2184
111,    693.97,  0.2246
112,    699.63,  0.2174
113,    701.83,  0.2270
114,    697.65,  0.2282
115,    700.42,  0.2315
116,    694.87,  0.2249
117,    702.82,  0.2069
118,    701.82,  0.2096
119,    704.63,  0.2203
