Epoch,PPL,NPMI
  0,   1898.96,  0.0817
  1,   1891.43,  0.0906
  2,   1885.60,  0.0961
  3,   1880.85,  0.1033
  4,   1877.01,  0.1066
  5,   1873.36,  0.1095
  6,   1869.72,  0.1110
  7,   1865.72,  0.1139
  8,   1861.13,  0.1142
  9,   1855.78,  0.1143
 10,   1849.82,  0.1138
 11,   1843.95,  0.1116
 12,   1837.64,  0.1126
 13,   1832.03,  0.1107
 14,   1825.28,  0.1072
 15,   1821.32,  0.1066
 16,   1815.48,  0.1033
 17,   1811.09,  0.1019
 18,   1803.54,  0.1045
 19,   1799.56,  0.1018
 20,   1795.01,  0.0987
 21,   1790.67,  0.0981
 22,   1786.50,  0.0986
 23,   1781.38,  0.0963
 24,   1778.13,  0.0956
 25,   1771.71,  0.0940
 26,   1769.33,  0.0965
 27,   1765.32,  0.0943
 28,   1762.23,  0.0973
 29,   1759.63,  0.0984
 30,   1756.64,  0.1007
 31,   1750.65,  0.0980
 32,   1748.82,  0.0994
 33,   1744.50,  0.1018
 34,   1742.25,  0.1027
 35,   1741.89,  0.1071
 36,   1738.83,  0.1081
 37,   1736.79,  0.1080
 38,   1733.62,  0.1079
 39,   1730.86,  0.1105
 40,   1726.13,  0.1109
 41,   1729.10,  0.1132
 42,   1727.66,  0.1130
 43,   1722.17,  0.1136
 44,   1720.43,  0.1150
 45,   1717.88,  0.1179
 46,   1717.19,  0.1181
 47,   1714.26,  0.1249
 48,   1714.58,  0.1261
 49,   1711.35,  0.1270
 50,   1708.18,  0.1315
 51,   1705.51,  0.1321
 52,   1709.23,  0.1329
 53,   1704.01,  0.1327
 54,   1703.66,  0.1314
 55,   1704.12,  0.1341
 56,   1705.09,  0.1340
 57,   1700.00,  0.1348
 58,   1699.57,  0.1360
 59,   1701.36,  0.1352
 60,   1695.79,  0.1356
 61,   1699.20,  0.1387
 62,   1696.71,  0.1403
 63,   1696.09,  0.1403
 64,   1695.18,  0.1415
 65,   1692.90,  0.1415
 66,   1697.48,  0.1425
 67,   1688.59,  0.1419
 68,   1690.19,  0.1434
 69,   1684.65,  0.1439
 70,   1688.93,  0.1451
 71,   1686.84,  0.1443
 72,   1686.33,  0.1438
 73,   1686.05,  0.1461
 74,   1680.46,  0.1484
 75,   1683.90,  0.1483
 76,   1687.04,  0.1484
 77,   1684.08,  0.1483
 78,   1682.41,  0.1483
 79,   1681.27,  0.1483
 80,   1678.03,  0.1496
 81,   1679.52,  0.1519
 82,   1672.45,  0.1526
 83,   1677.85,  0.1507
 84,   1675.11,  0.1508
 85,   1674.22,  0.1504
 86,   1679.23,  0.1536
 87,   1677.94,  0.1541
 88,   1675.67,  0.1542
 89,   1665.53,  0.1526
 90,   1673.08,  0.1530
 91,   1669.17,  0.1519
 92,   1669.61,  0.1552
 93,   1672.76,  0.1543
 94,   1666.81,  0.1547
 95,   1672.15,  0.1579
 96,   1673.60,  0.1568
 97,   1664.62,  0.1574
 98,   1673.55,  0.1580
 99,   1663.34,  0.1583
100,   1663.36,  0.1559
101,   1666.99,  0.1555
102,   1672.55,  0.1544
103,   1661.77,  0.1556
104,   1667.74,  0.1551
105,   1671.01,  0.1543
106,   1661.16,  0.1539
107,   1668.14,  0.1541
108,   1663.46,  0.1541
109,   1662.84,  0.1529
110,   1664.03,  0.1523
111,   1664.89,  0.1517
112,   1672.41,  0.1515
113,   1669.70,  0.1486
114,   1663.32,  0.1487
115,   1669.17,  0.1504
116,   1667.88,  0.1502
117,   1658.01,  0.1502
118,   1666.80,  0.1510
119,   1666.28,  0.1507
120,   1659.27,  0.1505
121,   1662.64,  0.1499
122,   1656.06,  0.1490
123,   1659.84,  0.1495
124,   1658.39,  0.1487
125,   1665.16,  0.1489
126,   1663.50,  0.1494
127,   1663.67,  0.1514
128,   1663.06,  0.1514
129,   1663.69,  0.1514
130,   1659.46,  0.1494
131,   1657.85,  0.1494
132,   1657.52,  0.1501
133,   1656.39,  0.1488
134,   1652.98,  0.1488
135,   1651.25,  0.1480
136,   1655.43,  0.1475
137,   1655.27,  0.1481
138,   1654.89,  0.1464
139,   1663.88,  0.1469
140,   1663.19,  0.1472
141,   1655.42,  0.1472
142,   1652.57,  0.1470
143,   1655.07,  0.1436
144,   1652.90,  0.1434
145,   1656.06,  0.1436
146,   1656.28,  0.1430
147,   1657.76,  0.1428
148,   1653.04,  0.1428
149,   1653.76,  0.1421
150,   1655.60,  0.1423
151,   1651.28,  0.1413
152,   1654.04,  0.1415
153,   1649.71,  0.1397
154,   1651.02,  0.1373
155,   1650.47,  0.1372
156,   1655.70,  0.1378
157,   1654.48,  0.1377
158,   1647.63,  0.1373
159,   1651.95,  0.1377
160,   1656.72,  0.1395
161,   1654.29,  0.1395
162,   1647.58,  0.1395
163,   1649.95,  0.1376
164,   1651.66,  0.1373
165,   1653.10,  0.1405
166,   1651.35,  0.1400
167,   1649.25,  0.1398
168,   1665.44,  0.1397
169,   1645.90,  0.1380
170,   1651.22,  0.1389
171,   1648.37,  0.1384
172,   1659.12,  0.1389
173,   1650.88,  0.1384
174,   1652.84,  0.1384
175,   1660.06,  0.1387
176,   1656.16,  0.1380
177,   1654.20,  0.1384
178,   1649.87,  0.1380
179,   1656.19,  0.1372
